annotation,bodyValue,facsimileTargets,imageTargets
https://w3id.org/interim/ek-raimondi-kb/pollock/ekphrasis/ek2/anno_1,"Un perso- naggio dell'""angoscia moderna"", ma che riassume i tratti fisici di <???> una tragica persona da <???> <???> dramma  elisabettiano. E sono volti particolari, nella loro distruzione, dell'anima anglo-americana. ","https://dl.ficlit.unibo.it/iiif/2/19266/canvas/p16#xywh=1249,689,73,37 | https://dl.ficlit.unibo.it/iiif/2/19266/canvas/p16#xywh=216,641,1442,55 | https://dl.ficlit.unibo.it/iiif/2/19266/canvas/p16#xywh=277,802,1381,44 | https://dl.ficlit.unibo.it/iiif/2/19266/canvas/p16#xywh=216,780,112,36 | https://dl.ficlit.unibo.it/iiif/2/19266/canvas/p16#xywh=216,816,61,30 | https://dl.ficlit.unibo.it/iiif/2/19266/canvas/p16#xywh=1320,730,338,34 | https://dl.ficlit.unibo.it/iiif/2/19266/canvas/p16#xywh=218,730,1102,39",
https://w3id.org/interim/ek-raimondi-kb/pollock/ekphrasis/ek3/anno_0,"Così l'impiego, come strumenti, in  luogo dei pennelli, atavicamente concepiti come prolungamento della mano dell'artista, degli oggetti più disparati: bastoni, cenci, barattoli di latta bucati nel fondo, e da cui colava, come in una maledizione, un colore violento, con cui ricopriva, solcava, imbrattava i suoi cartoni, fogli di  compensato e tele, distesi per terra.","https://dl.ficlit.unibo.it/iiif/2/19266/canvas/p17#xywh=136,1244,1416,54 | https://dl.ficlit.unibo.it/iiif/2/19266/canvas/p17#xywh=138,940,1416,53 | https://dl.ficlit.unibo.it/iiif/2/19266/canvas/p17#xywh=130,1169,1416,56 | https://dl.ficlit.unibo.it/iiif/2/19266/canvas/p17#xywh=142,1094,1386,51 | https://dl.ficlit.unibo.it/iiif/2/19266/canvas/p17#xywh=138,1016,1410,53",
https://w3id.org/interim/ek-raimondi-kb/pollock/ekphrasis/ek3/anno_1,"Divenivano pavimenti, tappeti sinistri di poesia, di urlo,  di grido, come espressione della poesia più atroce che il cuore umano d'uomo possa contenere. I colori violen- ti della passione: il giallo, il rosso, il verde, confusi al nero del catrame, dell'asfalto.","https://dl.ficlit.unibo.it/iiif/2/19266/canvas/p17#xywh=1158,1323,410,48 | https://dl.ficlit.unibo.it/iiif/2/19266/canvas/p17#xywh=132,1397,1444,56 | https://dl.ficlit.unibo.it/iiif/2/19266/canvas/p17#xywh=136,1244,1416,54 | https://dl.ficlit.unibo.it/iiif/2/19266/canvas/p17#xywh=138,1322,1020,51 | https://dl.ficlit.unibo.it/iiif/2/19266/canvas/p17#xywh=1033,1296,133,35",
https://w3id.org/interim/ek-raimondi-kb/pollock/ekphrasis/ek4/anno_0,Era la Fornarina di Raffaello.," | https://dl.ficlit.unibo.it/iiif/2/19266/canvas/p19#xywh=138,492,1410,55","https://gn.biblhertz.it/iiif/3/bhim00050833/Canvas/PD109112N1l45/1_1#xywh=5714,8051,1438,891 | "
https://w3id.org/interim/ek-raimondi-kb/pollock/ekphrasis/ek4/anno_1,"Non era più un quadro. Non era una perfetta e straordinaria opera di pittura. Era una presenza umana, e insieme un miracolo di poesia pittorica.","https://dl.ficlit.unibo.it/iiif/2/19266/canvas/p19#xywh=138,492,1410,55 | https://dl.ficlit.unibo.it/iiif/2/19266/canvas/p19#xywh=136,570,1426,56 | https://dl.ficlit.unibo.it/iiif/2/19266/canvas/p19#xywh=134,644,1414,56",
https://w3id.org/interim/ek-raimondi-kb/pollock/ekphrasis/ek4/anno_10,una melodiosa figura di grazia e di poesia,"https://dl.ficlit.unibo.it/iiif/2/19266/canvas/p19#xywh=146,1496,729,35",
https://w3id.org/interim/ek-raimondi-kb/pollock/ekphrasis/ek4/anno_2,"La repentina felicità, e lietezza, mi fecero sentire quasi come un rossore,  che dal viso mi passava nell'animo.","https://dl.ficlit.unibo.it/iiif/2/19266/canvas/p19#xywh=134,644,1414,56 | https://dl.ficlit.unibo.it/iiif/2/19266/canvas/p19#xywh=146,721,1410,53",
https://w3id.org/interim/ek-raimondi-kb/pollock/ekphrasis/ek4/anno_3,la fanciulla sedeva,"https://dl.ficlit.unibo.it/iiif/2/19266/canvas/p19#xywh=148,800,1398,56 | "," | https://gn.biblhertz.it/iiif/3/bhim00050833/Canvas/PD109112N1l45/1_1#xywh=447,1320,8077,11028"
https://w3id.org/interim/ek-raimondi-kb/pollock/ekphrasis/ek4/anno_4,"quieta, silenziosa, e attenta","https://dl.ficlit.unibo.it/iiif/2/19266/canvas/p19#xywh=148,800,1398,56",
https://w3id.org/interim/ek-raimondi-kb/pollock/ekphrasis/ek4/anno_5,scranno,"https://dl.ficlit.unibo.it/iiif/2/19266/canvas/p19#xywh=148,800,1398,56",
https://w3id.org/interim/ek-raimondi-kb/pollock/ekphrasis/ek4/anno_6,"reggendo con una mano i lievi veli che ne coprono, non più concreti di un fiato, di un soffio d'aria estiva,  il busto ignudo La seconda mano: le lunghe dita disciolte, posava su d'una gamba, dove questa si stacca dal tronco.","https://dl.ficlit.unibo.it/iiif/2/19266/canvas/p19#xywh=148,800,1398,56 | https://dl.ficlit.unibo.it/iiif/2/19266/canvas/p19#xywh=142,874,1418,58 | https://dl.ficlit.unibo.it/iiif/2/19266/canvas/p19#xywh=146,948,1412,55 | https://dl.ficlit.unibo.it/iiif/2/19266/canvas/p19#xywh=146,1026,1412,56 | "," | https://gn.biblhertz.it/iiif/3/bhim00050833/Canvas/PD109112N1l45/1_1#xywh=3456,6881,1942,2147"
https://w3id.org/interim/ek-raimondi-kb/pollock/ekphrasis/ek4/anno_7,Tutto il suo corpo riluceva in quell'incanto di carnalità amorosa.,"https://dl.ficlit.unibo.it/iiif/2/19266/canvas/p19#xywh=146,1026,1412,56",
https://w3id.org/interim/ek-raimondi-kb/pollock/ekphrasis/ek4/anno_8,"Poichè il pensiero, e quasi la coscienza di un senso d'amore e di passione amorosa, sono soffusi in ogni parte, e riscaldano di un ca- lore continuo, temperato,","https://dl.ficlit.unibo.it/iiif/2/19266/canvas/p19#xywh=146,1026,1412,56 | https://dl.ficlit.unibo.it/iiif/2/19266/canvas/p19#xywh=142,1175,1398,59 | https://dl.ficlit.unibo.it/iiif/2/19266/canvas/p19#xywh=144,1102,1424,54",
https://w3id.org/interim/ek-raimondi-kb/pollock/ekphrasis/ek4/anno_9,"quel lembo di ventre che il velo, invece di nascondere, rende più vivo e respirante."," | https://dl.ficlit.unibo.it/iiif/2/19266/canvas/p19#xywh=142,1175,1398,59 | https://dl.ficlit.unibo.it/iiif/2/19266/canvas/p19#xywh=140,1266,1414,40","https://gn.biblhertz.it/iiif/3/bhim00050833/Canvas/PD109112N1l45/1_1#xywh=2266,9077,2395,1294 | "
https://w3id.org/interim/ek-raimondi-kb/pontormo/ekphrasis/ek1/anno_0,figure impiantate e rappresentate negli affreschi del Coro di San Lorenzo,"https://dl.ficlit.unibo.it/iiif/2/19386/canvas/p7#xywh=138,1529,1450,59 | https://dl.ficlit.unibo.it/iiif/2/19386/canvas/p7#xywh=140,1455,1400,57",
https://w3id.org/interim/ek-raimondi-kb/pontormo/ekphrasis/ek2/anno_0,"le quattro donne nella ""Visitazione"" di Carmignano, una parvenza fanto- matica,"," | https://dl.ficlit.unibo.it/iiif/2/19386/canvas/p7#xywh=156,1833,1420,61 | https://dl.ficlit.unibo.it/iiif/2/19386/canvas/p7#xywh=146,1922,1418,44","https://wd-image-positions.toolforge.org/iiif/Q1109475/P18/canvas/c0.json#xywh=67,117,1194,1646 | "
https://w3id.org/interim/ek-raimondi-kb/pontormo/ekphrasis/ek2/anno_1,una misteriosta consistenza quasi gassosa (i gas di una alambiccata combinazione chimica)," | https://dl.ficlit.unibo.it/iiif/2/19386/canvas/p7#xywh=142,1998,793,42 | https://dl.ficlit.unibo.it/iiif/2/19386/canvas/p7#xywh=146,1922,1418,44","https://wd-image-positions.toolforge.org/iiif/Q1109475/P18/canvas/c0.json#xywh=702,943,541,708 | "
https://w3id.org/interim/ek-raimondi-kb/pontormo/ekphrasis/ek3/anno_0,"i fogli affaticati, le carte improvvise e consunte appaiono, col mistero di vere e proprie apparizioni fanaticamente provocate, gli studi di ogni parte del corpo uma- no: e sono gambe e coscie, ventri e ombelichi, fianchi morbidi e natiche magre, e schie- ne e reni, e dorsi fino alle spalle, simile a colline tra valloncelli","https://dl.ficlit.unibo.it/iiif/2/19386/canvas/p8#xywh=226,621,1434,60 | https://dl.ficlit.unibo.it/iiif/2/19386/canvas/p8#xywh=226,541,1440,66 | https://dl.ficlit.unibo.it/iiif/2/19386/canvas/p8#xywh=232,469,1402,60 | https://dl.ficlit.unibo.it/iiif/2/19386/canvas/p8#xywh=224,693,1406,66",
https://w3id.org/interim/ek-raimondi-kb/pontormo/ekphrasis/ek3/anno_1,e spalle con colli di una freschezza vegetale,"https://dl.ficlit.unibo.it/iiif/2/19386/canvas/p8#xywh=224,693,1406,66 | https://dl.ficlit.unibo.it/iiif/2/19386/canvas/p8#xywh=224,776,1434,56",
https://w3id.org/interim/ek-raimondi-kb/pontormo/ekphrasis/ek3/anno_2,"giunto ai volti, il pittore svaga e sfugge, quasi terrorizza- to di dover riconoscere e rispettare, di tutto un corpo umano, il punto della coscienza e della personalità: per cui non ferma che lo scavo, più vago e doloroso, degli occhi.","https://dl.ficlit.unibo.it/iiif/2/19386/canvas/p8#xywh=224,776,1434,56 | https://dl.ficlit.unibo.it/iiif/2/19386/canvas/p8#xywh=232,922,1420,65 | https://dl.ficlit.unibo.it/iiif/2/19386/canvas/p8#xywh=222,848,1432,58",
https://w3id.org/interim/ek-raimondi-kb/pontormo/ekphrasis/ek4/anno_0,"i disegni sorpavissuti degli affreschi di San Lorenzo, e fermarsi a osservare i corpi e i nudi di uomini nelle scene per il Diluvio.","https://dl.ficlit.unibo.it/iiif/2/19386/canvas/p8#xywh=234,1608,1436,62 | https://dl.ficlit.unibo.it/iiif/2/19386/canvas/p8#xywh=238,1687,1428,61",
https://w3id.org/interim/ek-raimondi-kb/pontormo/ekphrasis/ek4/anno_1,"Sono grovigli disperati e un poco mo- struosi, gruppi penosi e un poco repellenti di esseri, che avendo, per una specie di maledizione, perduta ogni qualità umana, sono trasformati nei corpi di fantastici dra- ghi, serpi e ramarri. Proprio una fossa, un vivaio agghiacciante di serpenti con qual- che residuo attributo umano","https://dl.ficlit.unibo.it/iiif/2/19386/canvas/p8#xywh=240,1911,1434,62 | https://dl.ficlit.unibo.it/iiif/2/19386/canvas/p8#xywh=236,1993,496,58 | https://dl.ficlit.unibo.it/iiif/2/19386/canvas/p8#xywh=238,1687,1428,61 | https://dl.ficlit.unibo.it/iiif/2/19386/canvas/p8#xywh=226,1838,1444,60 | https://dl.ficlit.unibo.it/iiif/2/19386/canvas/p8#xywh=236,1761,1418,61",
https://w3id.org/interim/ek-raimondi-kb/pontormo/ekphrasis/ek5/anno_0,"una Madonna di lineamenti, al solito, sfingei, che tiene nel groviglio dei ginocchi e della sottana il nudo bambino.","https://dl.ficlit.unibo.it/iiif/2/19386/canvas/p9#xywh=138,1379,1416,61 |  | https://dl.ficlit.unibo.it/iiif/2/19386/canvas/p9#xywh=140,1305,1418,57"," | https://wd-image-positions.toolforge.org/iiif/Q3842621/P18/canvas/c0.json#xywh=332,686,1044,1048"
https://w3id.org/interim/ek-raimondi-kb/pontormo/ekphrasis/ek5/anno_1,dove il Bambino ritrova i tratti animaleschi e felini di una fantasia leonardesca,"https://dl.ficlit.unibo.it/iiif/2/19386/canvas/p9#xywh=138,1466,1450,42 | https://dl.ficlit.unibo.it/iiif/2/19386/canvas/p9#xywh=138,1379,1416,61 | "," | https://wd-image-positions.toolforge.org/iiif/Q3842621/P18/canvas/c0.json#xywh=437,632,430,323"
https://w3id.org/interim/ek-raimondi-kb/pontormo/ekphrasis/ek6/anno_0,"una grande lunetta, in cui, sotto veste di dei, ritrae donne, bambini e uomini del contado fiorentino,"," | https://dl.ficlit.unibo.it/iiif/2/19386/canvas/p10#xywh=244,1611,1420,68 | https://dl.ficlit.unibo.it/iiif/2/19386/canvas/p10#xywh=244,1535,1424,67","https://wd-image-positions.toolforge.org/iiif/Q1237596/P18/canvas/c0.json#xywh=876,302,424,311 | "
https://w3id.org/interim/ek-raimondi-kb/pontormo/ekphrasis/ek6/anno_1,dove riecheggia un suono antico,"https://dl.ficlit.unibo.it/iiif/2/19386/canvas/p10#xywh=236,1682,1434,75 | https://dl.ficlit.unibo.it/iiif/2/19386/canvas/p10#xywh=244,1611,1420,68",
https://w3id.org/interim/ek-raimondi-kb/pontormo/ekphrasis/ek6/anno_2,e rifiorisce la freschezza di un fregio pompeiano,"https://dl.ficlit.unibo.it/iiif/2/19386/canvas/p10#xywh=236,1682,1434,75 | "," | https://wd-image-positions.toolforge.org/iiif/Q1237596/P18/canvas/c0.json#xywh=442,453,452,137"
https://w3id.org/interim/ek-raimondi-kb/reni/ekphrasis/ek1/anno_0,"Madonna in trono con il Bambino, di Cimabue. Il Bambino è ritto in piedi sulle ginocchia","https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p3#xywh=166,2024,1410,55 |  | https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p4#xywh=186,503,1462,78"," | https://wd-image-positions.toolforge.org/iiif/Q3276414/P18/canvas/c0.json#xywh=634,875,165,193"
https://w3id.org/interim/ek-raimondi-kb/reni/ekphrasis/ek1/anno_1,"Stanno al buio, o almeno nell’ombra, e mai hanno visto la luce della luna bolo- gnese."," | https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p4#xywh=186,503,1462,78 | https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p4#xywh=192,583,1422,79","https://wd-image-positions.toolforge.org/iiif/Q3276414/P18/canvas/c0.json#xywh=403,313,362,359 | "
https://w3id.org/interim/ek-raimondi-kb/reni/ekphrasis/ek10/anno_0,"O il modello, inginocchiato a terra, dell'Amor Profano nel quadro di Pisa.","https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p21#xywh=405,1102,1217,50",
https://w3id.org/interim/ek-raimondi-kb/reni/ekphrasis/ek11/anno_0,"due versioni dell'Apollo che scortica il pastore Marsia. A- pollo è un giovane spogliato, al solito, nel cui corpo particolari anatomici come le anche o il ventre, il groppone, le spalle, sono di una verità leggermente pesante."," | https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p21#xywh=273,1406,1351,40 | https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p21#xywh=182,1482,1428,41 | https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p21#xywh=182,1556,1444,40","https://wd-image-positions.toolforge.org/iiif/Q17582528/P18/canvas/c0.json#xywh=39,85,577,691 | "
https://w3id.org/interim/ek-raimondi-kb/reni/ekphrasis/ek11/anno_1,"Una carnalità perfino essu- dativa e sudaticcia. Il giovanotto ha lasciato il letto disfatto, per mettersi all'opera di scuoiatore.","https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p21#xywh=182,1556,1444,40 | https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p21#xywh=216,1597,178,33 | https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p21#xywh=170,1632,123,38 |  | https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p21#xywh=293,1632,1325,39"," | https://wd-image-positions.toolforge.org/iiif/Q17582528/P18/canvas/c0.json#xywh=93,175,236,589"
https://w3id.org/interim/ek-raimondi-kb/reni/ekphrasis/ek11/anno_2,"E la sua <???> imperturbabile dolcezza, alquanto ci fa specie. Altro che mitologia! Lo riconosciamo: non è che <???> Giulio, o Giuseppino, il bel garzone del macellaio di via della Mascarella. Il preferito dei modelli","https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p21#xywh=166,1706,1450,49 | https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p21#xywh=279,1774,1291,50 | https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p21#xywh=724,1594,890,36 | https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p21#xywh=178,1792,101,34 |  | https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p21#xywh=293,1632,1325,39 | https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p21#xywh=1348,1808,106,34 | https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p21#xywh=258,1742,92,34"," | https://wd-image-positions.toolforge.org/iiif/Q17582528/P18/canvas/c0.json#xywh=154,108,205,160"
https://w3id.org/interim/ek-raimondi-kb/reni/ekphrasis/ek12/anno_0,"il Battista di Londra, il cui capo giovanile di ca- pelli si confonde con le fronde degli alberi.","https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p24#xywh=206,1096,1440,38 | https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p24#xywh=216,1171,1274,38 | "," | https://wd-image-positions.toolforge.org/iiif/Q23929171/P18/canvas/c0.json#xywh=395,668,2824,4213"
https://w3id.org/interim/ek-raimondi-kb/reni/ekphrasis/ek12/anno_1,"Capelli e fronde, simbolo della natura operante e riposata.","https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p24#xywh=1346,1134,152,32 | https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p24#xywh=216,1171,1274,38 | https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p24#xywh=1490,1174,160,32 | "," | https://wd-image-positions.toolforge.org/iiif/Q23929171/P18/canvas/c0.json#xywh=1367,133,2049,1722"
https://w3id.org/interim/ek-raimondi-kb/reni/ekphrasis/ek13/anno_0,"O come il Battista di Torino,","https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p24#xywh=1490,1174,160,32 | https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p24#xywh=216,1239,1436,49",
https://w3id.org/interim/ek-raimondi-kb/reni/ekphrasis/ek13/anno_1,pieno di una esuberante vita amorosa contenuta.,"https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p24#xywh=216,1239,1436,49",
https://w3id.org/interim/ek-raimondi-kb/reni/ekphrasis/ek14/anno_0,corpo della Cleopatra di Pitti,"https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p24#xywh=196,1315,1458,53 | "," | https://wd-image-positions.toolforge.org/iiif/Q32904843/P18/canvas/c0.json#xywh=62,156,771,960"
https://w3id.org/interim/ek-raimondi-kb/reni/ekphrasis/ek14/anno_1,"Il femminile spasimo di questa persona, superato il disor- dine della passione dolorosa, è giunto al punto in cui potrebbe esprimersi in canto.  La sua armoniosa nudità, così casta e tuttavia consapevole del sesso, parla eloquente dall'am- pia curva delle spalle di carne, serena di potenza dentro <???> una stanza consueta"," | https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p24#xywh=206,1391,1454,51 | https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p24#xywh=1308,1510,116,34 | https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p24#xywh=196,1315,1458,53 | https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p24#xywh=204,1477,1446,37 | https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p24#xywh=222,1552,1193,36","https://wd-image-positions.toolforge.org/iiif/Q32904843/P18/canvas/c0.json#xywh=182,133,351,322 | "
https://w3id.org/interim/ek-raimondi-kb/reni/ekphrasis/ek14/anno_2,"tra i drappi delle tende e il tepore dei cuscini, allietata, prima di morte, dalla freschezza dei fichi verdi raccolti nel cestello.","https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p24#xywh=212,1693,1432,50 | https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p24#xywh=208,1618,1448,50 | https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p24#xywh=1415,1554,191,34 | "," | https://wd-image-positions.toolforge.org/iiif/Q32904843/P18/canvas/c0.json#xywh=4,119,210,797"
https://w3id.org/interim/ek-raimondi-kb/reni/ekphrasis/ek2/anno_0,"Il Ratto di Elena accade, tra gentiluomini e dame sorridenti, in una spiaggia di mare, <col> rallegrato dal servo moretto che tira la scimmia e il cagnolo della padrona.","https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p9#xywh=178,1614,336,35 | https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p9#xywh=244,1654,1376,46 | https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p9#xywh=190,1652,54,35 | https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p9#xywh=188,1576,1412,48",
https://w3id.org/interim/ek-raimondi-kb/reni/ekphrasis/ek2/anno_1,"Quasi una pacifica, monda- na partenza, anzi un ritorno dai bagni al primo fresco di settembre. O come nel finale di una gioiosa, feerica commedia che s’intitoli  per esempio Pene d’amor perduto.","https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p9#xywh=738,1768,226,34 | https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p9#xywh=176,1806,800,38 | https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p9#xywh=244,1654,1376,46 | https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p9#xywh=976,1809,642,45 | https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p9#xywh=190,1732,1410,44",
https://w3id.org/interim/ek-raimondi-kb/reni/ekphrasis/ek3/anno_0,"E la florida, ap- passionata, innamorata Europa, seduta sul bove <incorollato?> come in un carro agreste, dove è diretta? Essa attraversa un mare grigio","https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p9#xywh=176,1885,1430,39 | https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p9#xywh=178,1958,875,39 |  | https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p9#xywh=976,1809,642,45"," | https://wd-image-positions.toolforge.org/iiif/Q7759428/P18/canvas/c0.json#xywh=289,309,527,824"
https://w3id.org/interim/ek-raimondi-kb/reni/ekphrasis/ek3/anno_1,che ci <???> <???> somiglia il passo di Calais.,"https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p9#xywh=976,1918,266,36 | https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p9#xywh=1053,1962,297,34 | https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p9#xywh=178,1958,875,39 | "," | https://wd-image-positions.toolforge.org/iiif/Q7759428/P18/canvas/c0.json#xywh=10,1289,574,232"
https://w3id.org/interim/ek-raimondi-kb/reni/ekphrasis/ek4/anno_0,"queste teste decapitate, servite sul piatto d’oro da un","https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p10#xywh=182,514,1452,64 | https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p9#xywh=188,2029,1418,45 | "," | https://wd-image-positions.toolforge.org/iiif/Q20268270/P18/canvas/c0.json#xywh=943,1285,1115,1634 | https://wd-image-positions.toolforge.org/iiif/Q20268270/P18/canvas/c0.json#xywh=1237,1025,507,332"
https://w3id.org/interim/ek-raimondi-kb/reni/ekphrasis/ek5/anno_0,queste Salomè che muovono il primo passo della danza," | https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p10#xywh=182,514,1452,64","https://wd-image-positions.toolforge.org/iiif/Q20268270/P18/canvas/c0.json#xywh=243,1434,673,1463 | "
https://w3id.org/interim/ek-raimondi-kb/reni/ekphrasis/ek6/anno_0,"queste Lucre- zie col petto fuori, attente a non guastare l’armonia di pieghe del manto rifluente sul divano di casa","https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p10#xywh=184,664,1434,68 |  | https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p10#xywh=184,588,1432,66 | https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p10#xywh=182,514,1452,64"," | https://wd-image-positions.toolforge.org/iiif/Q23948997/P18/canvas/c0.json#xywh=602,320,1315,2401"
https://w3id.org/interim/ek-raimondi-kb/reni/ekphrasis/ek7/anno_0,queste Maddalene in biondo e viola ciclamino," | https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p10#xywh=184,664,1434,68","https://wd-image-positions.toolforge.org/iiif/Q110812295/P18/canvas/c0.json#xywh=208,212,1194,1443 | "
https://w3id.org/interim/ek-raimondi-kb/reni/ekphrasis/ek8/anno_0,"Il corpo del Sansone ignudo, casto, pulito, levigato, nelle sue curve armoniose,","https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p21#xywh=180,872,1412,43 | https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p21#xywh=445,800,1151,36",
https://w3id.org/interim/ek-raimondi-kb/reni/ekphrasis/ek8/anno_1,come un violoncello messo in piedi.,"https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p21#xywh=180,872,1412,43",
https://w3id.org/interim/ek-raimondi-kb/reni/ekphrasis/ek8/anno_2,"Pare aspettare che una mano, toccandolo, ne cavi dei suoni.","https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p21#xywh=178,950,1436,38 | https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p21#xywh=180,872,1412,43",
https://w3id.org/interim/ek-raimondi-kb/reni/ekphrasis/ek9/anno_0,"O quello d'Ippomene nella corsa con Atalanta: un oggetto d'a- vorio tiepido, riscaldato col fiato, con quel lembo  di mantello violetto, spuntato, come foglia, nell'orto, sotto le gambe liscie del giovane elfo. ","https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p21#xywh=976,1028,626,40 | https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p21#xywh=178,950,1436,38 | https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p21#xywh=1426,988,160,32 | https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p21#xywh=182,1062,382,36 | https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p21#xywh=178,1106,227,32 |  | https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p21#xywh=976,993,27,31 | https://dl.ficlit.unibo.it/iiif/2/19321/canvas/p21#xywh=186,1026,790,36"," | https://wd-image-positions.toolforge.org/iiif/Q16327457/P18/canvas/c0.json#xywh=43,16,1789,1320"
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek1/anno_0,Nell’Incoronazione della Vergine," | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p5#xywh=121,833,1464,39","https://fotothek.biblhertz.it/iiif/3/bh025013/Canvas/recto#xywh=45,63,356,170 | "
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek1/anno_1,intorno alla figura di Gesù e della madre,"https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p5#xywh=121,833,1464,39 | "," | https://fotothek.biblhertz.it/iiif/3/bh025013/Canvas/recto#xywh=182,133,94,77"
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek1/anno_2,più fredde di vita di un marmo pisano," | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p5#xywh=121,833,1464,39 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p5#xywh=133,911,1119,36","https://fotothek.biblhertz.it/iiif/3/bh025013/Canvas/recto#xywh=182,132,94,78 | "
https://w3id.org/interim/ek-raimondi-kb/toscani/ekphrasis/ek1/anno_3,"posano i busti, anche solo le teste di santi di angeli per sempre immobili"," | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p5#xywh=1252,913,305,32 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p5#xywh=133,911,1119,36 | https://dl.ficlit.unibo.it/iiif/2/19195/canvas/p5#xywh=1201,881,58,32","https://fotothek.biblhertz.it/iiif/3/bh025013/Canvas/recto#xywh=282,143,59,65 | "
